Genero_Usuario,Edad_Usuario,Bici,Ciclo_Estacion_Retiro,Fecha_Retiro,Hora_Retiro,Ciclo_EstacionArribo,Fecha Arribo,Hora_Arribo
M,31.0,5877394,599,21/02/2024,18:34:41,173,21/02/2024,18:59:46
F,52.0,3326212,459,15/03/2024,13:40:03,027,15/03/2024,14:06:00
M,52.0,6852750,389,11/01/2024,12:44:06,385,11/01/2024,12:48:16
M,35.0,7771306,033,24/01/2024,18:47:34,116,24/01/2024,18:53:38
F,29.0,7627094,594,10/01/2024,19:14:34,601,10/01/2024,19:21:33
F,22.0,4965380,474,21/02/2024,16:18:19,465,21/02/2024,16:33:08
M,50.0,7091465,210,13/04/2024,11:25:04,237-238,13/04/2024,11:53:42
M,45.0,2421378,192-193,31/01/2024,14:26:54,037,31/01/2024,14:37:15
M,25.0,5882782,014,10/01/2024,15:00:33,025,10/01/2024,15:05:19
F,37.0,8974875,253,14/01/2024,12:54:09,029,14/01/2024,13:28:23
M,29.0,2484426,061,20/01/2024,15:46:23,058,20/01/2024,15:48:57
F,28.0,4740635,218,09/01/2024,18:44:20,271-272,09/01/2024,19:12:01
O,25.0,3556156,192-193,14/04/2024,19:24:57,035,14/04/2024,19:47:52
F,54.0,7539596,499,26/04/2024,15:05:27,091,26/04/2024,15:42:37
F,22.0,8369092,373,29/02/2024,08:25:32,359,29/02/2024,08:30:04
F,27.0,2242238,365,18/01/2024,07:32:04,306,18/01/2024,07:42:52
M,30.0,4944666,154,09/02/2024,13:46:17,302,09/02/2024,13:50:56
M,48.0,4595591,390-391,03/04/2024,13:49:58,668,03/04/2024,14:20:19
F,21.0,2825875,698,30/03/2024,14:48:01,699,30/03/2024,14:51:57
M,35.0,8486409,576,14/03/2024,13:29:15,157,14/03/2024,13:41:49
M,40.0,2360030,093,28/02/2024,12:45:01,107-108,28/02/2024,13:02:25
F,44.0,3585791,031,03/04/2024,11:12:45,474,03/04/2024,11:39:15
M,48.0,2737476,679,01/02/2024,21:27:49,301,01/02/2024,21:42:52
M,39.0,6207591,127,08/03/2024,13:44:43,072,08/03/2024,14:07:37
M,28.0,7682438,341,02/02/2024,11:17:57,117,02/02/2024,11:37:13
F,61.0,3402831,010,26/02/2024,12:52:38,019,26/02/2024,12:57:54
M,27.0,5365366,268-269,07/03/2024,07:50:57,024,07/03/2024,08:06:14
M,19.0,4687034,098,10/02/2024,00:25:58,561,10/02/2024,00:30:02
M,37.0,6352850,583,12/01/2024,11:37:00,557,12/01/2024,11:45:09
M,38.0,7948821,197,23/04/2024,07:32:31,241,23/04/2024,07:34:45
M,30.0,3594181,154,06/02/2024,16:14:30,035,06/02/2024,16:23:12
M,33.0,8527731,021,04/02/2024,06:49:41,024,04/02/2024,06:52:01
F,24.0,3380250,546,12/04/2024,13:13:04,499,12/04/2024,13:20:47
F,24.0,7014756,023,12/01/2024,19:44:14,027,12/01/2024,19:54:07
M,33.0,8624090,182,09/01/2024,08:44:35,135,09/01/2024,09:03:31
M,28.0,2656817,597,28/01/2024,23:31:02,613,28/01/2024,23:36:38
M,30.0,8928392,405,01/03/2024,16:37:03,280,01/03/2024,16:56:56
M,27.0,5210901,139,05/03/2024,15:58:21,064,05/03/2024,16:02:47
M,30.0,3703261,247,09/02/2024,14:43:16,137,09/02/2024,15:02:26
M,36.0,8071086,095,18/03/2024,18:45:18,619,18/03/2024,19:11:32
M,26.0,7661002,483,05/01/2024,17:57:01,496,05/01/2024,18:06:09
F,27.0,4319984,555,17/01/2024,21:01:51,545,17/01/2024,21:10:34
M,27.0,3049277,065,20/02/2024,06:48:58,473,20/02/2024,07:10:58
F,44.0,7610942,025,11/03/2024,22:04:19,263,11/03/2024,22:16:55
F,32.0,4908752,237-238,23/01/2024,18:34:44,030,23/01/2024,18:51:18
M,24.0,2486066,572,07/03/2024,12:09:42,092,07/03/2024,12:24:01
M,25.0,8077943,064,24/02/2024,20:48:57,144,24/02/2024,21:07:09
F,56.0,7185598,070,12/03/2024,19:15:50,069,12/03/2024,19:35:28
M,27.0,4415097,088,19/01/2024,19:49:36,544,19/01/2024,20:27:48
F,42.0,2786382,474,16/04/2024,18:10:31,212,16/04/2024,18:19:51
M,27.0,8551889,389,18/02/2024,19:35:07,033,18/02/2024,19:57:03
M,39.0,2775435,161,23/02/2024,11:02:52,143,23/02/2024,11:11:56
F,37.0,5038666,165,26/01/2024,09:05:00,147,26/01/2024,09:11:49
M,30.0,3399052,463,03/03/2024,12:50:26,490,03/03/2024,13:13:29
M,33.0,3938982,120,23/02/2024,21:00:17,118,23/02/2024,21:09:40
M,31.0,5421706,476,23/03/2024,16:37:37,054,23/03/2024,16:50:30
M,36.0,3932290,598,30/01/2024,15:35:44,110,30/01/2024,15:51:09
M,27.0,8957326,390-391,17/04/2024,20:18:37,656,17/04/2024,20:34:13
F,30.0,3302387,250,21/03/2024,10:19:25,261,21/03/2024,10:31:49
F,55.0,3262128,195,05/04/2024,17:51:36,013,05/04/2024,18:00:17
M,43.0,8076028,149,06/02/2024,08:37:31,037,06/02/2024,08:51:00
M,24.0,6803506,237-238,04/01/2024,07:47:09,227,04/01/2024,07:55:03
F,34.0,6390397,584,24/04/2024,20:29:08,590,24/04/2024,20:35:41
M,21.0,2386373,117,19/04/2024,14:50:39,134,19/04/2024,14:58:10
F,25.0,7509037,211,27/04/2024,07:26:17,469,27/04/2024,07:40:26
M,44.0,4521845,031,18/03/2024,21:32:14,116,18/03/2024,21:36:09
F,56.0,2480408,165,01/03/2024,22:28:10,178,01/03/2024,23:15:45
M,41.0,5098314,086,01/03/2024,21:00:12,581,01/03/2024,21:25:34
F,31.0,2652121,072,25/03/2024,19:47:17,137,25/03/2024,20:01:51
M,39.0,3349933,547,03/04/2024,10:04:44,004,03/04/2024,10:22:09
M,26.0,8934614,327,12/03/2024,20:48:22,352,12/03/2024,20:56:16
M,36.0,2913051,119,28/03/2024,16:50:05,096,28/03/2024,16:59:42
M,23.0,8286155,278,28/02/2024,13:17:50,357,28/02/2024,13:27:13
F,29.0,6917256,486,27/03/2024,14:26:47,035,27/03/2024,15:05:32
F,41.0,5151030,157,09/02/2024,15:37:15,156,09/02/2024,15:42:12
M,64.0,2166619,070,13/04/2024,11:08:39,069,13/04/2024,11:51:13
M,27.0,3572781,112,14/04/2024,13:06:47,093,14/04/2024,13:41:24
M,31.0,6050173,421,23/02/2024,19:45:34,396,23/02/2024,19:53:15
M,35.0,2401123,041,24/04/2024,20:01:33,133,24/04/2024,20:10:59
M,21.0,3572799,170,19/02/2024,08:53:55,304,19/02/2024,09:08:19
M,33.0,8875494,283,30/04/2024,10:35:32,130,30/04/2024,10:53:21
M,28.0,7835457,058,09/03/2024,09:38:31,071,09/03/2024,09:42:04
M,28.0,2307486,217,29/02/2024,13:27:47,252,29/02/2024,13:35:25
M,34.0,8813628,237-238,19/02/2024,08:03:52,227,19/02/2024,08:10:50
M,51.0,7019730,627,01/03/2024,19:15:44,357,01/03/2024,19:24:49
M,25.0,3997772,299,12/02/2024,19:12:43,570,12/02/2024,19:39:49
F,43.0,4589677,621,04/02/2024,23:41:23,618,04/02/2024,23:48:23
F,28.0,5436720,686,13/02/2024,15:39:46,690,13/02/2024,15:50:16
M,34.0,6013254,390-391,02/04/2024,07:58:08,420,02/04/2024,08:00:35
M,68.0,4038691,154,25/01/2024,12:17:13,543,25/01/2024,13:00:18
M,45.0,7069198,116,24/03/2024,08:55:45,114,24/03/2024,08:59:02
M,35.0,5272562,467,20/03/2024,08:19:29,474,20/03/2024,08:25:42
F,25.0,5684204,111,05/04/2024,19:23:18,271-272,05/04/2024,19:35:53
M,24.0,8527699,584,30/04/2024,21:31:40,587,30/04/2024,21:35:01
M,28.0,5497367,226,08/03/2024,07:46:12,219,08/03/2024,08:08:01
M,25.0,2569127,052,12/01/2024,16:49:04,120,12/01/2024,17:04:53
M,33.0,6147276,339,04/01/2024,09:59:33,038,04/01/2024,10:15:57
M,40.0,8256323,672,20/03/2024,07:59:48,674,20/03/2024,08:04:11
M,20.0,8609505,154,04/03/2024,07:38:55,056,04/03/2024,07:45:26
M,27.0,5713474,564,22/04/2024,09:07:46,334,22/04/2024,09:31:34
M,37.0,8943680,447,18/04/2024,12:03:06,038,18/04/2024,12:05:59
M,30.0,5708128,494,27/01/2024,21:19:17,092,27/01/2024,21:39:37
F,29.0,6582852,152,13/01/2024,14:01:24,007,13/01/2024,14:15:37
M,63.0,7948078,010,10/04/2024,21:18:55,020,10/04/2024,21:24:07
F,22.0,5059043,286,15/04/2024,08:35:16,258,15/04/2024,08:46:51
F,33.0,6788194,259,09/04/2024,10:26:24,138,09/04/2024,10:39:06
F,32.0,2224293,356,14/04/2024,14:18:34,436,14/04/2024,14:33:19
M,34.0,5130265,074,27/02/2024,14:31:33,074,27/02/2024,14:50:57
M,29.0,2692713,295,06/01/2024,17:30:50,129,06/01/2024,17:43:46
M,37.0,6963979,596,01/03/2024,08:51:27,093,01/03/2024,09:19:39
M,47.0,3950847,463,28/03/2024,16:07:06,048,28/03/2024,16:50:37
M,39.0,7355308,203,19/04/2024,15:19:28,224,19/04/2024,15:27:47
M,26.0,8450405,340,25/01/2024,16:18:46,334,25/01/2024,16:30:50
F,26.0,8758492,284,18/04/2024,17:37:06,304,18/04/2024,17:40:44
M,54.0,3009974,264-275,15/03/2024,14:17:22,085,15/03/2024,14:52:30
M,25.0,7756646,134,01/03/2024,20:50:19,485,01/03/2024,21:03:38
M,32.0,6986632,130,25/03/2024,18:17:43,354,25/03/2024,18:39:20
M,26.0,8437683,061,31/03/2024,13:56:47,324,31/03/2024,14:21:34
M,38.0,2748218,705,06/04/2024,10:50:07,692,06/04/2024,10:56:41
M,26.0,7423445,397,15/01/2024,08:11:19,399,15/01/2024,08:13:00
M,29.0,3048493,339,22/01/2024,13:04:34,136,22/01/2024,13:18:56
M,27.0,3679123,014,25/03/2024,08:14:01,220,25/03/2024,08:35:55
M,34.0,7762511,115,24/02/2024,19:52:06,029,24/02/2024,20:01:12
M,62.0,6419618,319,25/01/2024,09:09:41,301,25/01/2024,09:16:03
M,31.0,4151635,214,20/03/2024,18:01:11,212,20/03/2024,18:09:43
M,61.0,3625464,660,22/02/2024,17:37:00,678,22/02/2024,17:54:43
M,33.0,8406886,551,28/03/2024,11:56:59,273-274,28/03/2024,12:05:58
M,34.0,8454787,323,06/02/2024,17:03:34,356,06/02/2024,17:09:47
F,26.0,6656284,019,11/04/2024,20:02:33,237-238,11/04/2024,20:16:48
F,35.0,8211708,053,14/01/2024,18:15:27,068,14/01/2024,18:22:01
M,30.0,7768179,393,06/03/2024,13:20:00,373,06/03/2024,13:26:06
F,24.0,6617054,201,12/03/2024,17:23:23,231,12/03/2024,17:34:16
F,29.0,7609415,061,23/04/2024,12:25:04,050,23/04/2024,12:28:47
M,36.0,2373686,369,31/01/2024,13:23:02,373,31/01/2024,13:30:08
M,27.0,4771713,032,27/03/2024,08:41:40,029,27/03/2024,08:52:49
F,31.0,3080900,067,26/03/2024,18:50:35,050,26/03/2024,18:54:47
M,31.0,4729000,466,13/02/2024,08:08:23,243,13/02/2024,08:11:28
M,28.0,6029771,271-272,13/03/2024,11:00:06,048,13/03/2024,11:07:57
M,31.0,8632291,497,16/01/2024,08:38:07,497,16/01/2024,08:49:05
F,21.0,5735162,263,15/04/2024,19:54:25,041,15/04/2024,20:02:22
F,24.0,5578638,018,27/03/2024,20:15:08,560,27/03/2024,20:26:04
F,24.0,4884821,042,28/02/2024,07:19:15,038,28/02/2024,07:21:58
F,30.0,3522273,584,12/02/2024,08:12:31,582,12/02/2024,08:18:37
M,32.0,7627540,169,26/04/2024,20:01:01,310,26/04/2024,20:10:54
F,30.0,5289681,571,30/04/2024,08:57:04,046,30/04/2024,09:19:09
M,41.0,5474614,545,10/04/2024,15:50:58,024,10/04/2024,16:04:30
M,30.0,4695755,247,20/03/2024,08:27:28,110,20/03/2024,08:59:51
M,41.0,7842370,144,12/04/2024,19:00:51,142,12/04/2024,19:09:13
M,31.0,6424329,024,11/02/2024,12:00:04,041,11/02/2024,12:40:11
M,32.0,8077828,016,13/01/2024,08:57:06,469,13/01/2024,09:05:55
M,29.0,4101788,042,13/03/2024,21:20:53,042,13/03/2024,21:58:58
M,68.0,2113140,010,15/01/2024,06:45:53,028,15/01/2024,07:07:03
F,28.0,5873153,079,20/04/2024,16:31:12,358,20/04/2024,16:49:29
M,59.0,7365810,276,07/04/2024,21:58:56,321,07/04/2024,22:06:22
F,51.0,3231164,670,16/01/2024,13:50:34,667,16/01/2024,14:30:22
M,57.0,6115828,555,30/04/2024,21:55:19,551,30/04/2024,22:01:52
M,37.0,2794444,030,09/02/2024,22:21:02,036,09/02/2024,22:30:05
M,31.0,8079634,339,16/01/2024,13:08:43,300,16/01/2024,13:16:35
F,54.0,7626096,109,05/01/2024,15:57:59,155,05/01/2024,16:23:35
F,27.0,5432000,020,15/03/2024,09:59:58,014,15/03/2024,10:18:53
M,27.0,3420288,492,05/04/2024,09:34:19,225,05/04/2024,09:48:23
F,31.0,4584165,139,18/02/2024,19:30:13,070,18/02/2024,19:40:15
M,23.0,8230195,088,22/02/2024,12:54:25,088,22/02/2024,13:19:49
F,27.0,8003600,584,16/01/2024,07:53:55,180,16/01/2024,08:06:42
M,27.0,7998396,271-272,14/03/2024,06:57:34,018,14/03/2024,07:05:27
M,35.0,3906443,538,11/03/2024,12:14:02,548,11/03/2024,12:20:28
O,40.0,4124012,013,21/04/2024,10:50:36,041,21/04/2024,11:08:00
M,27.0,2206720,271-272,30/04/2024,10:34:47,017,30/04/2024,10:43:50
M,48.0,4660502,395,06/03/2024,21:18:17,628,06/03/2024,21:27:58
F,24.0,6647994,327,25/04/2024,18:30:56,351,25/04/2024,18:42:31
F,35.0,2497469,384,22/03/2024,09:35:08,363,22/03/2024,09:38:20
M,59.0,3425147,546,16/03/2024,12:28:34,091,16/03/2024,12:51:15
M,47.0,4861860,172,02/03/2024,21:40:35,075,02/03/2024,21:48:38
M,33.0,4861167,055,23/02/2024,18:53:11,018,23/02/2024,19:12:21
M,51.0,3239696,273-274,28/02/2024,07:25:27,303,28/02/2024,07:57:26
M,34.0,6814958,113,09/02/2024,14:21:52,187,09/02/2024,14:41:34
F,27.0,8765893,048,11/01/2024,14:06:37,563,11/01/2024,14:16:56
F,26.0,8837569,107-108,31/01/2024,19:21:54,027,31/01/2024,19:31:40
O,29.0,5993365,040,20/04/2024,14:51:11,042,20/04/2024,14:54:20
M,22.0,5402102,078,26/02/2024,10:42:34,066,26/02/2024,10:45:43
M,34.0,8888869,111,07/04/2024,18:57:31,030,07/04/2024,19:07:44
F,26.0,6830822,576,25/03/2024,07:20:57,627,25/03/2024,07:39:21
F,50.0,7315088,442,10/03/2024,16:26:01,659,10/03/2024,16:50:54
