station_id,balance_ratio,num_bikes_available,num_docks_available,external_id,name,short_name,lat,lon,rental_methods,capacity,electric_bike_surcharge_waiver,is_charging,eightd_has_key_dispenser,has_kiosk,lat_grid,lon_grid
290,0.1874328228473513,6.043814432989691,25.149484536082475,90bbf53e-6cbb-4024-924c-4168f9f43350,CE-258 Circuito Interior-Juan Escutia,258,19.4165298,-99.1790435,"['KEY', 'CREDITCARD']",33,False,False,False,True,19.41,-99.18
325,0.20271072044018504,6.548969072164948,25.105670103092784,c3d7cb11-dd29-4584-82a4-78acd1335a6c,CE-668 Plateros - Capuchinas,668,19.367522,-99.181727,"['KEY', 'CREDITCARD']",33,False,False,False,True,19.36,-99.19
357,0.21548357767777032,3.9149484536082473,12.93041237113402,c2367eef-9e99-4cb8-b03a-70e0d3f5697c,CE-286 13 de Septiembre-Avenida Patriotismo,286,19.399201,-99.179943,"['KEY', 'CREDITCARD']",19,False,False,False,True,19.39,-99.18
358,0.23012921034542017,4.731958762886598,14.70103092783505,bcf73a97-ee17-4cdc-966e-f94b71056f97,CE-160 Alfonso Herrera-Gabino Barreda,160,19.440252,-99.163455,"['KEY', 'CREDITCARD']",23,False,False,False,True,19.44,-99.17
360,0.23158184263069967,5.301546391752577,17.172680412371133,86a57766-f2e0-40a8-b802-833ce0ac25c0,CE-659  Madrid - Avenida Mexico,659,19.3564861,-99.1694556,"['KEY', 'CREDITCARD']",23,False,False,False,True,19.35,-99.17
364,0.14171219196992393,3.806701030927835,22.45876288659794,0c01f47e-1b39-473a-8d34-1fdb171203d8,CE-660 Josefa Ortiz de Dominguez - Circuito Interior,660,19.3580028,-99.1701056,"['KEY', 'CREDITCARD']",27,False,False,False,True,19.35,-99.18
367,0.20733053965456547,6.884020618556701,23.11082474226804,cb950db6-b554-4057-8881-52f2690d87b5,CE-154 Tuxpan-Tlaxcala,154,19.406683,-99.167962,"['KEY', 'CREDITCARD']",35,False,False,False,True,19.400000000000002,-99.17
368,0.21165051298146315,3.922680412371134,14.09020618556701,8cf37f8f-8ffb-423b-84f2-0044b847b802,CE-658 Vicente Guerrero - Berlín,658,19.355339,-99.165613,"['KEY', 'CREDITCARD']",19,False,False,False,True,19.35,-99.17
371,0.19612077747443055,4.435567010309279,16.185567010309278,d8e47419-0614-44dd-b4d8-b84e511cf53e,CE-153 Manzanillo-Tlaxcala,153,19.407468,-99.165141,"['KEY', 'CREDITCARD']",23,False,False,False,True,19.400000000000002,-99.17
380,0.18823683435967417,5.760309278350515,23.70360824742268,092df6a4-9860-482d-98d3-1114eb25541a,CE-309 Pensilvania-Arizona,309,19.393059,-99.179483,"['KEY', 'CREDITCARD']",31,False,False,False,True,19.39,-99.18
